X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96
118,4,11.95,1,1,5,1,1,4,2,2,1,1,18,2,4,0,1,1,5,1,5,0,-1,0,3,0,0,0,0,0,1,11000,1,114000,2,500,1000,2000,0,0,37,37,14,7,9,14,20,31,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
119,4,11,1,1,3,2,3,2,2,0,0,0,29,1,6,1,1,1,1,1,19,0,-1,0,3,0,0,0,0,0,1,52000,4,179000,3,500,2000,3000,3000,3000,16,7,244,6,5,6,4,6,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
120,4,14.21666667,1,1,3,1,1,2,2,1,1,0,39,2,5,1,1,1,1,1,10,0,-1,0,1,0,0,0,0,0,1,54000,3,111000,2,1000,1000,1000,1000,1000,123,22,32,17,13,14,10,34,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
121,4,12.50000001,4,4,3,1,0,1,1,1,0,0,34,2,4,0,1,1,1,1,2,0,-1,0,7,0,0,0,0,0,1,30000,3,55000,3,1000,1000,1000,1000,1000,28,23,27,42,14,14,12,9,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
122,4,9.583333342,4,3,2,1,0,2,1,0,0,0,61,1,6,1,1,1,1,1,10,0,-1,0,1,0,0,0,0,0,1,26000,2,124000,2,200,200,0,0,0,67,21,9,10,10,9,9,10,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
123,4,7.333333329,5,7,5,2,0,3,2,0,0,0,27,2,2,1,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,1,31000,4,138000,5,1000,2000,1500,2000,2000,53,8,12,7,5,8,6,5,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
124,4,9.183333332,1,1,4,1,4,2,1,0,2,0,36,1,6,1,1,1,1,1,1,0,-1,0,7,0,0,0,0,0,1,22000,5,130000,3,0,0,0,0,0,36,9,8,10,9,6,8,7,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
125,4,8.766666673,1,2,1,1,1,1,1,0,0,0,39,2,5,1,1,1,1,1,10,0,-1,0,1,0,0,0,0,0,1,14000,2,52000,2,1000,0,500,1200,1500,27,14,7,8,15,9,6,7,4,2,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
126,4,45.15,3,1,2,1,0,2,2,0,0,0,50,2,5,1,1,1,1,1,35,0,-1,0,4,0,0,0,0,0,1,26000,2,83000,4,100,100,100,0,0,1730,22,15,21,14,151,15,14,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
127,4,17.2,2,1,3,2,2,3,2,0,1,0,52,2,2,1,1,1,1,1,5,0,-1,0,1,0,0,0,0,0,1,25000,1,149000,2,0,0,0,0,0,121,50,37,54,23,39,20,28,4,1,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
128,4,12.91666667,1,1,4,1,1,2,1,1,2,0,30,2,6,1,1,1,2,1,15,0,-1,0,1,0,0,1,0,0,1,45000,3,90000,1,100,150,250,100,400,71,9,19,19,9,6,18,10,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
129,4,64.31666667,2,1,1,1,1,1,1,0,0,0,56,1,3,1,1,1,1,1,3,0,-1,0,1,0,0,0,0,0,1,39000,2,79000,4,0,0,0,0,0,252,22,31,29,32,18,53,17,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
130,4,15.10000001,4,1,3,3,1,3,2,0,1,0,25,2,6,1,1,3,1,1,10,0,-1,0,1,0,0,1,0,0,1,34000,5,118000,5,2000,0,1000,0,0,19,26,7,25,4,5,22,4,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
131,4,8.750000002,1,1,3,3,2,3,3,0,0,0,26,1,3,1,1,1,1,1,25,0,-1,0,1,0,0,0,0,0,1,48000,1,400000,5,1000,1000,1000,1000,1000,19,7,6,56,5,6,6,6,4,1,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
132,4,20.61666667,1,2,4,1,0,2,1,1,1,0,33,2,6,1,1,1,2,1,8,0,-1,0,1,0,0,0,0,0,1,82000,4,197000,4,2500,5000,5000,7000,15000,531,32,10,12,11,12,20,8,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
133,4,25.56666666,1,5,1,1,1,1,1,0,0,0,46,1,6,1,1,1,1,1,15,0,-1,0,3,0,0,1,0,0,1,35000,2,95000,2,1000,3000,3500,5000,8000,130,30,11,12,10,11,14,9,4,2,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
134,4,29.65,1,1,4,2,3,3,1,1,1,0,59,2,4,1,1,1,4,0,-1,1,25,5,0,1,0,0,0,0,1,60000,3,100000,4,1000,2000,2000,5000,5000,401,164,109,70,59,155,31,99,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
135,4,15.43333334,3,1,4,2,2,2,1,1,2,0,46,2,6,1,1,1,2,1,16,0,-1,0,1,0,0,0,0,0,1,28000,4,151000,4,1500,2500,3000,5000,5000,81,32,35,29,21,36,19,33,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
136,4,15.9,5,1,3,2,4,2,1,1,2,0,39,1,6,1,1,1,1,1,40,0,-1,0,1,0,0,0,0,0,1,40000,3,140000,3,0,500,5000,15000,12000,153,19,25,28,24,28,46,16,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
137,4,16.53333333,3,7,4,1,1,2,2,0,0,0,34,1,4,1,1,1,1,0,-1,0,-1,0,0,0,0,0,0,0,1,25000,4,72000,3,450,1000,1000,0,0,199,24,21,58,16,12,36,10,4,2,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
138,4,29.81666667,1,3,2,0,2,2,1,1,0,0,33,1,4,1,0,0,4,0,-1,1,100,5,0,8,0,0,1,0,1,25000,4,100000,3,5000,5000,0,0,0,137,897,45,14,12,12,27,18,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
139,4,19.65,3,7,3,2,2,2,2,0,0,0,35,1,7,1,1,1,1,1,18,0,-1,0,1,0,0,0,0,0,1,40000,4,231000,5,3000,5000,7000,10000,10000,217,26,14,17,12,29,10,12,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
140,4,21.45,4,2,1,1,0,0,0,0,0,0,62,2,4,1,1,1,3,0,-1,1,5,4,0,1,0,0,0,0,1,19000,3,17000,1,0,0,0,0,0,27,18,12,13,13,11,17,12,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
141,4,16.31666667,3,1,4,2,1,3,3,1,0,3,51,1,7,1,1,2,1,1,8,0,-1,0,1,0,0,0,0,0,1,32000,3,240000,3,1000,3000,5000,7000,10000,31,16,29,32,11,14,11,9,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
142,4,10.38333334,4,5,2,1,0,2,1,0,0,0,60,2,4,1,1,1,4,0,-1,1,10,4,0,1,0,0,0,0,1,20000,4,90000,4,500,750,1000,1000,1000,44,27,24,34,30,23,38,24,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
143,4,8.733333332,2,2,2,0,0,1,2,0,0,0,63,2,6,1,0,0,1,1,25,0,-1,0,3,0,0,1,0,0,1,25000,2,56000,1,500,1500,2000,3000,4000,47,15,13,21,24,24,22,30,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
144,4,9.616666662,3,1,3,3,0,3,2,0,1,0,25,2,3,1,1,1,1,0,-1,0,-1,0,0,0,0,0,0,0,1,16000,5,124000,3,1000,1000,1000,0,0,19,13,22,27,20,13,10,21,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
145,4,10.26666667,1,1,4,0,0,1,2,1,2,0,54,2,1,1,0,0,3,0,-1,1,22,5,0,3,0,0,0,0,0,20000,2,10000,3,3000,3000,3000,3000,3000,57,14,12,27,14,20,28,17,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
146,4,13.35,1,3,3,1,1,2,2,0,0,1,29,1,7,1,1,1,1,1,37,0,-1,0,1,0,0,1,0,0,1,35000,4,128000,4,100,200,100,150,500,121,43,50,28,12,8,56,6,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
147,4,22.2,1,2,1,1,1,1,1,0,0,0,26,2,6,1,1,1,1,1,14,0,-1,0,3,0,0,0,0,0,1,53000,3,147000,1,0,0,0,0,0,66,83,47,7,7,24,127,98,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
148,4,5.716666662,1,1,1,1,1,1,1,0,0,0,53,1,6,1,1,1,1,1,15,0,-1,0,1,0,0,0,0,0,1,25000,4,64000,3,0,0,0,0,0,23,14,7,23,6,8,6,8,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
149,4,12.2,1,1,2,1,1,2,2,0,0,0,28,2,6,1,1,1,1,1,17,0,-1,0,3,0,0,1,0,0,1,53000,3,123000,4,200,500,500,1000,2000,33,15,16,7,6,5,10,6,4,2,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
150,4,131.2833333,1,2,1,0,0,1,0,0,0,0,32,2,7,1,0,0,4,0,-1,0,-1,0,0,0,0,0,1,0,1,16000,2,13000,3,1000,1000,1000,1000,1000,42,29,22,12,12,11,12,8,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
151,4,16.73333334,4,2,4,3,0,4,2,1,0,0,36,2,4,1,1,1,1,1,6,0,-1,0,1,0,0,0,0,0,1,40000,2,35000,1,1000,0,1000,0,0,139,47,40,56,61,28,47,49,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
152,4,8.033333336,1,3,3,1,1,2,2,0,0,1,29,1,7,1,1,1,1,1,35,0,-1,0,1,0,0,1,0,0,1,40000,3,133000,4,1000,3000,5000,2000,5000,41,13,11,9,15,19,9,17,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
153,4,13.31666667,1,2,4,0,1,2,1,0,0,0,39,2,6,1,0,0,4,0,-1,1,3.5,4,0,3,0,0,0,0,1,35000,2,148000,3,1000,1500,2000,0,0,92,15,27,25,30,15,20,18,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
154,4,11.66666667,4,1,4,3,4,4,2,0,0,0,64,2,6,1,1,1,3,0,-1,1,50,4,0,1,1,0,0,0,1,20000,1,175000,2,0,0,0,0,0,80,13,13,16,11,9,7,8,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
155,4,9.466666669,4,2,2,1,2,2,1,1,1,0,20,2,2,1,1,1,1,1,12,0,-1,0,1,0,0,0,0,0,1,50000,4,72000,4,500,1000,1500,2000,3000,28,10,10,11,10,11,9,10,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
156,4,8.350000003,1,5,1,1,0,1,1,0,0,1,24,1,5,1,1,1,1,1,15,0,-1,0,1,0,0,0,0,0,1,33000,4,89000,4,20000,30000,40000,60000,80000,67,37,5,7,5,9,4,6,4,1,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
157,4,20.36666666,1,2,4,3,1,3,2,0,0,0,44,2,6,1,1,1,1,1,9,0,-1,0,1,0,0,1,0,0,1,40000,2,44000,4,1000,2000,3000,4000,5000,112,39,28,43,37,38,18,42,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
158,4,13.53333333,1,2,1,1,0,1,1,0,0,0,29,1,6,1,1,1,1,1,15,0,-1,0,3,0,0,1,0,0,1,66000,3,99000,2,500,0,0,0,1000,31,6,21,3,7,5,4,5,4,2,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
159,4,9.06666667,3,1,3,2,3,3,1,0,0,0,61,1,6,1,1,1,3,0,-1,1,14,3,0,1,0,0,0,0,1,33000,2,114000,2,0,0,0,0,0,21,16,23,22,12,12,13,9,4,1,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
160,4,25.08333333,4,1,4,2,1,2,2,0,0,0,28,1,7,1,1,1,1,1,27,0,-1,0,1,0,0,0,0,0,1,56000,4,191000,5,2000,6000,9500,13000,16000,66,36,95,30,73,34,12,22,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
161,4,21.7,4,4,2,2,2,2,1,1,0,0,55,2,6,1,1,1,6,0,-1,1,100,2,0,1,0,0,0,0,1,30000,4,110000,5,1000,8000,8000,10000,13000,158,159,25,28,16,83,14,15,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
162,4,7.966666664,2,1,3,3,2,3,2,0,1,0,26,2,6,1,1,1,5,1,50,0,-1,0,1,0,0,0,0,0,1,46000,2,75000,3,0,350,700,900,1100,50,7,12,13,10,28,7,7,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
163,4,24.86666666,1,7,3,1,0,1,2,0,1,0,47,2,6,0,1,1,1,1,5,0,-1,0,3,0,0,1,0,0,1,35000,1,120000,4,0,1000,2000,3000,5000,124,17,45,20,45,18,37,44,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
164,4,40.91666667,4,1,2,3,5,2,2,0,0,0,41,2,7,1,1,1,1,1,80,0,-1,0,1,0,0,0,0,0,1,29000,3,147000,2,500,0,0,0,0,795,16,123,10,33,16,21,7,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
165,4,5.966666668,4,7,4,2,1,2,1,1,2,0,42,1,6,1,1,1,1,1,10,0,-1,0,1,0,0,0,0,0,1,30000,3,70000,3,0,0,0,0,0,14,7,17,6,5,5,35,7,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
166,4,8.716666661,1,1,1,1,1,1,1,0,0,0,40,1,6,1,1,1,1,1,15,0,-1,0,1,0,0,1,0,0,1,59000,4,242000,1,1000,6000,8000,10000,15000,42,12,8,16,8,19,9,8,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
167,4,11.6,4,1,4,1,0,2,2,0,1,0,37,2,7,1,1,3,1,1,15,0,-1,0,1,0,0,0,1,0,1,38000,4,150000,4,100,0,0,200,200,35,11,9,10,7,9,10,7,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
168,4,11.65,1,1,2,1,1,1,1,0,1,0,52,1,6,1,1,1,1,1,40,0,-1,0,3,0,0,1,1,1,1,62000,3,266000,3,500,300,600,400,500,35,7,5,5,12,8,7,5,4,2,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
169,4,13.7,1,5,5,1,1,4,3,1,0,0,55,1,2,1,1,1,1,1,10,0,-1,0,1,0,0,0,0,0,0,30000,3,148000,3,500,0,0,0,0,56,28,31,17,25,24,14,15,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
170,4,6.533333331,1,7,2,1,1,2,2,0,0,0,64,1,6,1,1,2,6,0,-1,1,6,4,0,1,0,0,0,0,1,42000,4,85000,1,0,0,0,0,0,19,6,30,14,10,6,6,7,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
171,4,8.483333336,1,1,4,2,1,2,2,0,2,0,31,1,7,1,1,1,1,1,5,0,-1,0,1,0,0,0,0,0,1,63000,5,122000,5,1000,1200,1500,1600,2500,28,12,12,9,6,10,7,5,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
172,4,15.05,4,1,2,3,0,2,2,0,0,0,30,1,2,1,1,1,1,1,25,0,-1,0,1,0,0,0,0,0,1,34000,4,86000,3,1000,1500,2000,3500,5000,70,24,56,78,26,21,43,23,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
173,4,38.56666666,2,1,4,4,3,4,2,1,0,0,61,1,2,1,1,1,2,1,15,0,-1,0,1,0,0,1,0,0,1,25000,3,80000,3,0,0,0,0,0,445,318,149,28,48,31,33,32,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
174,4,21.76666667,4,1,3,1,2,1,0,0,2,0,49,2,4,1,1,1,6,0,-1,1,60,4,0,1,0,0,0,0,1,15000,2,13000,3,0,0,0,0,0,198,42,18,14,24,29,11,12,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
175,4,28.13333333,3,7,2,1,0,1,2,0,0,0,42,1,4,1,1,1,1,1,10,0,-1,0,1,0,0,0,0,1,1,50000,4,49000,5,1200,2000,4000,5000,6000,130,313,221,100,73,186,64,84,4,3,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
176,4,8.66666667,5,1,4,2,2,2,1,1,2,0,48,2,6,1,1,1,2,0,-1,0,-1,0,0,0,0,0,0,0,1,50000,2,163000,1,0,0,0,0,0,14,23,12,18,8,13,13,8,4,5,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
177,4,13.43333333,1,2,2,1,1,2,1,0,0,1,61,2,2,1,1,1,6,0,-1,1,25,5,0,3,1,0,0,0,1,15000,2,76000,3,1500,3000,3000,0,0,48,42,9,7,13,7,7,7,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
178,4,31.33333333,5,1,2,1,2,2,1,0,1,0,43,1,6,1,1,1,1,1,9,0,-1,0,1,0,0,0,0,0,1,42000,4,141000,4,1500,5000,3000,6000,10000,51,93,27,16,24,24,14,100,4,4,1,4,2,3,4,2000,500,-1,2000,-1,-1,-1,20,-1,25,40,20,-1,50,-1,-1,-1,50,-1,100,340,230,-1,230,-1,-1,-1,5,-1,7.5,1,1,1350,1,1,2,4,3,3,3
