CS,ALT,ID,PURPOSE,AV,TT,COST,SM_TT,SM_CO,CAR_TT,CAR_CO,CHOICE_OLD,CHOICE
4382,3,487,1,1,136,136,81,122,136,136,2,0
4383,1,487,1,1,189,90,81,122,170,105,2,0
4383,2,487,1,1,81,122,81,122,170,105,2,1
4383,3,487,1,1,170,105,81,122,170,105,2,0
4384,1,488,1,1,103,42,38,50,70,36,2,0
4384,2,488,1,1,38,50,38,50,70,36,2,1
4384,3,488,1,1,70,36,38,50,70,36,2,0
4385,1,488,1,1,103,42,34,65,91,58,2,0
4385,2,488,1,1,34,65,34,65,91,58,2,1
4385,3,488,1,1,91,58,34,65,91,58,2,0
4386,1,488,1,1,103,38,31,58,91,45,2,0
4386,2,488,1,1,31,58,31,58,91,45,2,1
4386,3,488,1,1,91,45,31,58,91,45,2,0
4387,1,488,1,1,82,38,31,58,56,58,2,0
4387,2,488,1,1,31,58,31,58,56,58,2,1
4387,3,488,1,1,56,58,31,58,56,58,2,0
4388,1,488,1,1,89,42,31,54,91,36,2,0
4388,2,488,1,1,31,54,31,54,91,36,2,1
4388,3,488,1,1,91,36,31,54,91,36,2,0
4389,1,488,1,1,89,38,34,44,56,45,2,0
4389,2,488,1,1,34,44,34,44,56,45,2,1
4389,3,488,1,1,56,45,34,44,56,45,2,0
4390,1,488,1,1,89,50,31,58,56,36,2,0
4390,2,488,1,1,31,58,31,58,56,36,2,1
4390,3,488,1,1,56,36,31,58,56,36,2,0
4391,1,488,1,1,103,50,34,65,56,58,2,0
4391,2,488,1,1,34,65,34,65,56,58,2,1
4391,3,488,1,1,56,58,34,65,56,58,2,0
4392,1,488,1,1,89,42,34,65,70,45,2,0
4392,2,488,1,1,34,65,34,65,70,45,2,1
4392,3,488,1,1,70,45,34,65,70,45,2,0
4393,1,489,1,1,275,105,131,112,200,108,2,0
4393,2,489,1,1,131,112,131,112,200,108,2,1
4393,3,489,1,1,200,108,131,112,200,108,2,0
4394,1,489,1,1,275,105,123,137,260,175,2,0
4394,2,489,1,1,123,137,123,137,260,175,2,1
4394,3,489,1,1,260,175,123,137,260,175,2,0
4395,1,489,1,1,275,94,117,127,260,135,2,0
4395,2,489,1,1,117,127,117,127,260,135,2,1
4395,3,489,1,1,260,135,117,127,260,135,2,0
4396,1,489,1,1,209,94,117,127,160,175,2,0
4396,2,489,1,1,117,127,117,127,160,175,2,1
4396,3,489,1,1,160,175,117,127,160,175,2,0
4397,1,489,1,1,231,105,117,122,260,108,2,0
4397,2,489,1,1,117,122,117,122,260,108,2,1
4397,3,489,1,1,260,108,117,122,260,108,2,0
4398,1,489,1,1,231,94,123,109,160,135,2,0
4398,2,489,1,1,123,109,123,109,160,135,2,1
4398,3,489,1,1,160,135,123,109,160,135,2,0
4399,1,489,1,1,231,126,117,133,160,108,2,0
4399,2,489,1,1,117,133,117,133,160,108,2,1
4399,3,489,1,1,160,108,117,133,160,108,2,0
4400,1,489,1,1,275,126,123,137,160,175,2,0
4400,2,489,1,1,123,137,123,137,160,175,2,1
4400,3,489,1,1,160,175,123,137,160,175,2,0
4401,1,489,1,1,231,105,123,137,200,135,2,0
4401,2,489,1,1,123,137,123,137,200,135,2,1
4401,3,489,1,1,200,135,123,137,200,135,2,0
4402,1,490,1,1,216,116,108,133,234,115,2,0
4402,2,490,1,1,108,133,108,133,234,115,2,1
4402,3,490,1,1,234,115,108,133,234,115,2,0
4403,1,490,1,1,199,116,102,122,234,149,2,0
4403,2,490,1,1,102,122,102,122,234,149,2,1
4403,3,490,1,1,234,149,102,122,234,149,2,0
4404,1,490,1,1,250,116,116,150,234,92,3,0
4404,2,490,1,1,116,150,116,150,234,92,3,0
4404,3,490,1,1,234,92,116,150,234,92,3,1
4405,1,490,1,1,199,97,108,133,144,92,3,0
4405,2,490,1,1,108,133,108,133,144,92,3,0
4405,3,490,1,1,144,92,108,133,144,92,3,1
4406,1,490,1,1,250,87,108,99,180,149,2,0
4406,2,490,1,1,108,99,108,99,180,149,2,1
4406,3,490,1,1,180,149,108,99,180,149,2,0
4407,1,490,1,1,216,87,102,122,180,92,2,0
4407,2,490,1,1,102,122,102,122,180,92,2,1
4407,3,490,1,1,180,92,102,122,180,92,2,0
4408,1,490,1,1,199,116,116,150,144,115,2,0
4408,2,490,1,1,116,150,116,150,144,115,2,1
4408,3,490,1,1,144,115,116,150,144,115,2,0
4409,1,490,1,1,199,87,116,105,180,115,2,0
4409,2,490,1,1,116,105,116,105,180,115,2,1
4409,3,490,1,1,180,115,116,105,180,115,2,0
4410,1,490,1,1,250,97,102,112,144,115,3,0
4410,2,490,1,1,102,112,102,112,144,115,3,0
4410,3,490,1,1,144,115,102,112,144,115,3,1
4411,1,491,1,1,169,89,85,92,120,70,2,0
4411,2,491,1,1,85,92,85,92,120,70,2,1
4411,3,491,1,1,120,70,85,92,120,70,2,0
4412,1,491,1,1,130,67,88,76,156,56,2,0
4412,2,491,1,1,88,76,88,76,156,56,2,1
4412,3,491,1,1,156,56,88,76,156,56,2,0
4413,1,491,1,1,169,67,92,78,96,56,3,0
4413,2,491,1,1,92,78,92,78,96,56,3,0
4413,3,491,1,1,96,56,92,78,96,56,3,1
4414,1,491,1,1,143,67,92,78,156,91,2,0
4414,2,491,1,1,92,78,92,78,156,91,2,1
4414,3,491,1,1,156,91,92,78,156,91,2,0
4415,1,491,1,1,143,74,92,81,96,91,3,0
4415,2,491,1,1,92,81,92,81,96,91,3,0
4415,3,491,1,1,96,91,92,81,96,91,3,1
4416,1,491,1,1,130,74,92,81,156,70,2,0
4416,2,491,1,1,92,81,92,81,156,70,2,1
4416,3,491,1,1,156,70,92,81,156,70,2,0
4417,1,491,1,1,130,89,88,94,120,56,2,0
4417,2,491,1,1,88,94,88,94,120,56,2,1
4417,3,491,1,1,120,56,88,94,120,56,2,0
4418,1,491,1,1,130,74,85,84,120,91,2,0
4418,2,491,1,1,85,84,85,84,120,91,2,1
4418,3,491,1,1,120,91,85,84,120,91,2,0
4419,1,491,1,1,143,89,92,109,120,91,2,0
4419,2,491,1,1,92,109,92,109,120,91,2,1
4419,3,491,1,1,120,91,92,109,120,91,2,0
4420,1,492,1,1,265,110,116,118,180,105,2,0
4420,2,492,1,1,116,118,116,118,180,105,2,1
4420,3,492,1,1,180,105,116,118,180,105,2,0
4421,1,492,1,1,212,83,122,97,234,84,2,0
4421,2,492,1,1,122,97,122,97,234,84,2,1
4421,3,492,1,1,234,84,122,97,234,84,2,0
4422,1,492,1,1,265,83,130,105,144,84,3,0
4422,2,492,1,1,130,105,130,105,144,84,3,0
4422,3,492,1,1,144,84,130,105,144,84,3,1
4423,1,492,1,1,230,83,130,105,234,136,2,0
4423,2,492,1,1,130,105,130,105,234,136,2,1
4423,3,492,1,1,234,136,130,105,234,136,2,0
4424,1,492,1,1,230,92,130,105,144,136,3,0
4424,2,492,1,1,130,105,130,105,144,136,3,0
4424,3,492,1,1,144,136,130,105,144,136,3,1
4425,1,492,1,1,212,92,130,105,234,105,2,0
4425,2,492,1,1,130,105,130,105,234,105,2,1
4425,3,492,1,1,234,105,130,105,234,105,2,0
4426,1,492,1,1,212,110,122,127,180,84,2,0
4426,2,492,1,1,122,127,122,127,180,84,2,1
4426,3,492,1,1,180,84,122,127,180,84,2,0
4427,1,492,1,1,212,92,116,109,180,136,2,0
4427,2,492,1,1,116,109,116,109,180,136,2,1
4427,3,492,1,1,180,136,116,109,180,136,2,0
4428,1,492,1,1,230,110,130,146,180,136,2,0
4428,2,492,1,1,130,146,130,146,180,136,2,1
4428,3,492,1,1,180,136,130,146,180,136,2,0
4429,1,493,1,1,118,78,42,81,90,60,3,0
4429,2,493,1,1,42,81,42,81,90,60,3,0
4429,3,493,1,1,90,60,42,81,90,60,3,1
4430,1,493,1,1,91,58,45,68,117,48,2,0
4430,2,493,1,1,45,68,45,68,117,48,2,1
4430,3,493,1,1,117,48,45,68,117,48,2,0
4431,1,493,1,1,118,58,49,71,72,48,3,0
4431,2,493,1,1,49,71,49,71,72,48,3,0
4431,3,493,1,1,72,48,49,71,72,48,3,1
4432,1,493,1,1,100,58,49,71,117,78,2,0
4432,2,493,1,1,49,71,49,71,117,78,2,1
4432,3,493,1,1,117,78,49,71,117,78,2,0
4433,1,493,1,1,100,65,49,71,72,78,3,0
4433,2,493,1,1,49,71,49,71,72,78,3,0
4433,3,493,1,1,72,78,49,71,72,78,3,1
4434,1,493,1,1,91,65,49,71,117,60,2,0
4434,2,493,1,1,49,71,49,71,117,60,2,1
4434,3,493,1,1,117,60,49,71,117,60,2,0
4435,1,493,1,1,91,78,45,84,90,48,3,0
4435,2,493,1,1,45,84,45,84,90,48,3,0
4435,3,493,1,1,90,48,45,84,90,48,3,1
4436,1,493,1,1,91,65,42,76,90,78,2,0
4436,2,493,1,1,42,76,42,76,90,78,2,1
4436,3,493,1,1,90,78,42,76,90,78,2,0
4437,1,493,1,1,100,78,49,97,90,78,2,0
4437,2,493,1,1,49,97,49,97,90,78,2,1
4437,3,493,1,1,90,78,49,97,90,78,2,0
4438,1,494,1,1,230,90,123,97,190,124,2,0
4438,2,494,1,1,123,97,123,97,190,124,2,1
4438,3,494,1,1,190,124,123,97,190,124,2,0
4439,1,494,1,1,230,90,117,112,247,201,2,0
4439,2,494,1,1,117,112,117,112,247,201,2,1
4439,3,494,1,1,247,201,117,112,247,201,2,0
4440,1,494,1,1,230,81,112,105,247,155,2,0
4440,2,494,1,1,112,105,112,105,247,155,2,1
4440,3,494,1,1,247,155,112,105,247,155,2,0
4441,1,494,1,1,175,81,112,105,152,201,3,0
4441,2,494,1,1,112,105,112,105,152,201,3,0
4441,3,494,1,1,152,201,112,105,152,201,3,1
4442,1,494,1,1,193,90,112,99,247,124,2,0
4442,2,494,1,1,112,99,112,99,247,124,2,1
4442,3,494,1,1,247,124,112,99,247,124,2,0
4443,1,494,1,1,193,81,117,90,152,155,2,0
4443,2,494,1,1,117,90,117,90,152,155,2,1
4443,3,494,1,1,152,155,117,90,152,155,2,0
4444,1,494,1,1,193,108,112,109,152,124,3,0
4444,2,494,1,1,112,109,112,109,152,124,3,0
4444,3,494,1,1,152,124,112,109,152,124,3,1
4445,1,494,1,1,230,108,117,112,152,201,3,0
4445,2,494,1,1,117,112,117,112,152,201,3,0
4445,3,494,1,1,152,201,117,112,152,201,3,1
4446,1,494,1,1,193,90,117,112,190,155,2,0
4446,2,494,1,1,117,112,117,112,190,155,2,1
4446,3,494,1,1,190,155,117,112,190,155,2,0
4447,1,495,1,1,127,184,72,194,169,70,3,0
4447,2,495,1,1,72,194,72,194,169,70,3,0
4447,3,495,1,1,169,70,72,194,169,70,3,1
4448,1,495,1,1,114,184,69,184,169,91,2,0
4448,2,495,1,1,69,184,69,184,169,91,2,1
4448,3,495,1,1,169,91,69,184,169,91,2,0
4449,1,495,1,1,152,184,76,218,169,56,3,0
4449,2,495,1,1,76,218,76,218,169,56,3,0
4449,3,495,1,1,169,56,76,218,169,56,3,1
4450,1,495,1,1,114,153,72,189,104,56,3,0
4450,2,495,1,1,72,189,72,189,104,56,3,0
4450,3,495,1,1,104,56,72,189,104,56,3,1
4451,1,495,1,1,152,138,72,153,130,91,2,0
4451,2,495,1,1,72,153,72,153,130,91,2,1
4451,3,495,1,1,130,91,72,153,130,91,2,0
4452,1,495,1,1,127,138,69,181,130,56,3,0
4452,2,495,1,1,69,181,69,181,130,56,3,0
4452,3,495,1,1,130,56,69,181,130,56,3,1
4453,1,495,1,1,114,184,76,218,104,70,3,0
4453,2,495,1,1,76,218,76,218,104,70,3,0
4453,3,495,1,1,104,70,76,218,104,70,3,1
4454,1,495,1,1,114,138,76,162,130,70,3,0
4454,2,495,1,1,76,162,76,162,130,70,3,0
4454,3,495,1,1,130,70,76,162,130,70,3,1
4455,1,495,1,1,152,153,69,169,104,70,3,0
4455,2,495,1,1,69,169,69,169,104,70,3,0
4455,3,495,1,1,104,70,69,169,104,70,3,1
4456,1,496,1,1,154,200,99,218,182,95,3,0
4456,2,496,1,1,99,218,99,218,182,95,3,0
4456,3,496,1,1,182,95,99,218,182,95,3,1
4457,1,496,1,1,140,200,96,210,182,123,2,0
4457,2,496,1,1,96,210,96,210,182,123,2,1
4457,3,496,1,1,182,123,96,210,182,123,2,0
4458,1,496,1,1,183,200,103,237,182,76,3,0
4458,2,496,1,1,103,237,103,237,182,76,3,0
4458,3,496,1,1,182,76,103,237,182,76,3,1
4459,1,496,1,1,140,167,99,210,112,76,3,0
4459,2,496,1,1,99,210,99,210,112,76,3,0
4459,3,496,1,1,112,76,99,210,112,76,3,1
4460,1,496,1,1,183,150,99,169,140,123,2,0
4460,2,496,1,1,99,169,99,169,140,123,2,1
4460,3,496,1,1,140,123,99,169,140,123,2,0
4461,1,496,1,1,154,150,96,194,140,76,3,0
4461,2,496,1,1,96,194,96,194,140,76,3,0
4461,3,496,1,1,140,76,96,194,140,76,3,1
4462,1,496,1,1,140,200,103,237,112,95,3,0
4462,2,496,1,1,103,237,103,237,112,95,3,0
4462,3,496,1,1,112,95,103,237,112,95,3,1
4463,1,496,1,1,140,150,103,176,140,95,3,0
4463,2,496,1,1,103,176,103,176,140,95,3,0
4463,3,496,1,1,140,95,103,176,140,95,3,1
4464,1,496,1,1,183,167,96,184,112,95,3,0
4464,2,496,1,1,96,184,96,184,112,95,3,0
4464,3,496,1,1,112,95,96,184,112,95,3,1
4465,1,497,1,1,255,153,176,162,140,64,3,0
4465,2,497,1,1,176,162,176,162,140,64,3,0
4465,3,497,1,1,140,64,176,162,140,64,3,1
4466,1,497,1,1,255,153,172,176,182,104,3,0
4466,2,497,1,1,172,176,172,176,182,104,3,0
4466,3,497,1,1,182,104,172,176,182,104,3,1
4467,1,497,1,1,255,138,169,167,182,80,3,0
4467,2,497,1,1,169,167,169,167,182,80,3,0
4467,3,497,1,1,182,80,169,167,182,80,3,1
4468,1,497,1,1,198,138,169,167,112,104,3,0
4468,2,497,1,1,169,167,169,167,112,104,3,0
4468,3,497,1,1,112,104,169,167,112,104,3,1
4469,1,497,1,1,217,153,169,162,182,64,3,0
4469,2,497,1,1,169,162,169,162,182,64,3,0
4469,3,497,1,1,182,64,169,162,182,64,3,1
4470,1,497,1,1,217,138,172,153,112,80,3,0
4470,2,497,1,1,172,153,172,153,112,80,3,0
4470,3,497,1,1,112,80,172,153,112,80,3,1
4471,1,497,1,1,217,184,169,181,112,64,3,0
4471,2,497,1,1,169,181,169,181,112,64,3,0
4471,3,497,1,1,112,64,169,181,112,64,3,1
4472,1,497,1,1,255,184,172,184,112,104,3,0
4472,2,497,1,1,172,184,172,184,112,104,3,0
4472,3,497,1,1,112,104,172,184,112,104,3,1
4473,1,497,1,1,217,153,172,176,140,80,3,0
4473,2,497,1,1,172,176,172,176,140,80,3,0
4473,3,497,1,1,140,80,172,176,140,80,3,1
4474,1,498,1,1,197,211,121,225,234,110,2,0
4474,2,498,1,1,121,225,121,225,234,110,2,1
4474,3,498,1,1,234,110,121,225,234,110,2,0
4475,1,498,1,1,178,211,116,218,234,143,2,0
4475,2,498,1,1,116,218,116,218,234,143,2,1
4475,3,498,1,1,234,143,116,218,234,143,2,0
4476,1,498,1,1,234,211,127,254,234,88,3,0
4476,2,498,1,1,127,254,127,254,234,88,3,0
4476,3,498,1,1,234,88,127,254,234,88,3,1
4477,1,498,1,1,178,176,121,225,144,88,3,0
4477,2,498,1,1,121,225,121,225,144,88,3,0
4477,3,498,1,1,144,88,121,225,144,88,3,1
4478,1,498,1,1,234,158,121,181,180,143,2,0
4478,2,498,1,1,121,181,121,181,180,143,2,1
4478,3,498,1,1,180,143,121,181,180,143,2,0
4479,1,498,1,1,197,158,116,210,180,88,3,0
4479,2,498,1,1,116,210,116,210,180,88,3,0
4479,3,498,1,1,180,88,116,210,180,88,3,1
4480,1,498,1,1,178,211,127,254,144,110,3,0
4480,2,498,1,1,127,254,127,254,144,110,3,0
4480,3,498,1,1,144,110,127,254,144,110,3,1
4481,1,498,1,1,178,158,127,184,180,110,2,0
4481,2,498,1,1,127,184,127,184,180,110,2,1
4481,3,498,1,1,180,110,127,184,180,110,2,0
4482,1,498,1,1,234,176,116,198,144,110,2,0
4482,2,498,1,1,116,198,116,198,144,110,2,1
4482,3,498,1,1,144,110,116,198,144,110,2,0
4483,1,499,1,1,209,211,62,225,170,110,2,0
4483,2,499,1,1,62,225,62,225,170,110,2,1
4483,3,499,1,1,170,110,62,225,170,110,2,0
4484,1,499,1,1,159,158,68,184,221,88,2,0
4484,2,499,1,1,68,184,68,184,221,88,2,1
4484,3,499,1,1,221,88,68,184,221,88,2,0
4485,1,499,1,1,209,158,76,194,136,88,3,0
4485,2,499,1,1,76,194,76,194,136,88,3,0
4485,3,499,1,1,136,88,76,194,136,88,3,1
4486,1,499,1,1,176,158,76,194,221,143,2,0
4486,2,499,1,1,76,194,76,194,221,143,2,1
4486,3,499,1,1,221,143,76,194,221,143,2,0
4487,1,499,1,1,176,176,76,198,136,143,3,0
4487,2,499,1,1,76,198,76,198,136,143,3,0
4487,3,499,1,1,136,143,76,198,136,143,3,1
4488,1,499,1,1,159,176,76,198,221,110,2,0
4488,2,499,1,1,76,198,76,198,221,110,2,1
4488,3,499,1,1,221,110,76,198,221,110,2,0
4489,1,499,1,1,159,211,68,245,170,88,3,0
4489,2,499,1,1,68,245,68,245,170,88,3,0
4489,3,499,1,1,170,88,68,245,170,88,3,1
4490,1,499,1,1,159,176,62,218,170,143,2,0
4490,2,499,1,1,62,218,62,218,170,143,2,1
4490,3,499,1,1,170,143,62,218,170,143,2,0
4491,1,499,1,1,176,211,76,281,170,143,3,0
4491,2,499,1,1,76,281,76,281,170,143,3,0
4491,3,499,1,1,170,143,76,281,170,143,3,1
4492,1,500,1,1,225,221,139,225,160,105,2,0
4492,2,500,1,1,139,225,139,225,160,105,2,1
4492,3,500,1,1,160,105,139,225,160,105,2,0
4493,1,500,1,1,179,166,142,184,208,84,2,0
4493,2,500,1,1,142,184,142,184,208,84,2,1
4493,3,500,1,1,208,84,142,184,208,84,2,0
4494,1,500,1,1,225,166,146,189,128,84,3,0
4494,2,500,1,1,146,189,146,189,128,84,3,0
4494,3,500,1,1,128,84,146,189,128,84,3,1
4495,1,500,1,1,194,166,146,189,208,136,2,0
4495,2,500,1,1,146,189,146,189,208,136,2,1
4495,3,500,1,1,208,136,146,189,208,136,2,0
4496,1,500,1,1,194,184,146,198,128,136,3,0
4496,2,500,1,1,146,198,146,198,128,136,3,0
4496,3,500,1,1,128,136,146,198,128,136,3,1
4497,1,500,1,1,179,184,146,198,208,105,2,0
4497,2,500,1,1,146,198,146,198,208,105,2,1
4497,3,500,1,1,208,105,146,198,208,105,2,0
4498,1,500,1,1,179,221,142,237,160,84,2,0
4498,2,500,1,1,142,237,142,237,160,84,2,1
4498,3,500,1,1,160,84,142,237,160,84,2,0
4499,1,500,1,1,179,184,139,210,160,136,3,0
4499,2,500,1,1,139,210,139,210,160,136,3,0
4499,3,500,1,1,160,136,139,210,160,136,3,1
4500,1,500,1,1,194,221,146,254,160,136,2,0
4500,2,500,1,1,146,254,146,254,160,136,2,1
4500,3,500,1,1,160,136,146,254,160,136,2,0
4501,1,501,1,1,164,211,56,237,221,135,2,0
4501,2,501,1,1,56,237,56,237,221,135,2,1
4501,3,501,1,1,221,135,56,237,221,135,2,0
4502,1,501,1,1,150,211,50,225,221,175,2,0
4502,2,501,1,1,50,225,50,225,221,175,2,1
4502,3,501,1,1,221,175,50,225,221,175,2,0
4503,1,501,1,1,193,211,64,281,221,108,2,0
4503,2,501,1,1,64,281,64,281,221,108,2,1
4503,3,501,1,1,221,108,64,281,221,108,2,0
4504,1,501,1,1,150,176,56,245,136,108,2,0
4504,2,501,1,1,56,245,56,245,136,108,2,1
4504,3,501,1,1,136,108,56,245,136,108,2,0
4505,1,501,1,1,193,158,56,181,170,175,2,0
4505,2,501,1,1,56,181,56,181,170,175,2,1
4505,3,501,1,1,170,175,56,181,170,175,2,0
4506,1,501,1,1,164,158,50,225,170,108,2,0
4506,2,501,1,1,50,225,50,225,170,108,2,1
4506,3,501,1,1,170,108,50,225,170,108,2,0
4507,1,501,1,1,150,211,64,281,136,135,2,0
4507,2,501,1,1,64,281,64,281,136,135,2,1
4507,3,501,1,1,136,135,64,281,136,135,2,0
4508,1,501,1,1,150,158,64,194,170,135,2,0
4508,2,501,1,1,64,194,64,194,170,135,2,1
4508,3,501,1,1,170,135,64,194,170,135,2,0
4509,1,501,1,1,193,176,50,210,136,135,2,0
4509,2,501,1,1,50,210,50,210,136,135,2,1
4509,3,501,1,1,136,135,50,210,136,135,2,0
4510,1,502,1,1,150,145,78,162,90,60,3,0
4510,2,502,1,1,78,162,78,162,90,60,3,0
4510,3,502,1,1,90,60,78,162,90,60,3,1
4511,1,502,1,1,129,109,81,136,117,48,3,0
4511,2,502,1,1,81,136,81,136,117,48,3,0
4511,3,502,1,1,117,48,81,136,117,48,3,1
4512,1,502,1,1,150,109,85,142,72,48,3,0
4512,2,502,1,1,85,142,85,142,72,48,3,0
4512,3,502,1,1,72,48,85,142,72,48,3,1
4513,1,502,1,1,136,109,85,142,117,78,3,0
4513,2,502,1,1,85,142,85,142,117,78,3,0
4513,3,502,1,1,117,78,85,142,117,78,3,1
4514,1,502,1,1,136,121,85,142,72,78,3,0
4514,2,502,1,1,85,142,85,142,72,78,3,0
4514,3,502,1,1,72,78,85,142,72,78,3,1
4515,1,502,1,1,129,121,85,142,117,60,3,0
4515,2,502,1,1,85,142,85,142,117,60,3,0
4515,3,502,1,1,117,60,85,142,117,60,3,1
4516,1,502,1,1,129,145,81,169,90,48,3,0
4516,2,502,1,1,81,169,81,169,90,48,3,0
4516,3,502,1,1,90,48,81,169,90,48,3,1
4517,1,502,1,1,129,121,78,153,90,78,3,0
4517,2,502,1,1,78,153,78,153,90,78,3,0
4517,3,502,1,1,90,78,78,153,90,78,3,1
4518,1,502,1,1,136,145,85,194,90,78,3,0
4518,2,502,1,1,85,194,85,194,90,78,3,0
4518,3,502,1,1,90,78,85,194,90,78,3,1
4519,1,503,1,1,229,170,133,167,130,80,3,0
4519,2,503,1,1,133,167,133,167,130,80,3,0
4519,3,503,1,1,130,80,133,167,130,80,3,1
4520,1,503,1,1,172,128,136,142,169,64,2,0
4520,2,503,1,1,136,142,136,142,169,64,2,1
4520,3,503,1,1,169,64,136,142,169,64,2,0
4521,1,503,1,1,229,128,140,142,104,64,3,0
4521,2,503,1,1,140,142,140,142,104,64,3,0
4521,3,503,1,1,104,64,140,142,104,64,3,1
4522,1,503,1,1,191,128,140,142,169,104,2,0
4522,2,503,1,1,140,142,140,142,169,104,2,1
4522,3,503,1,1,169,104,140,142,169,104,2,0
4523,1,503,1,1,191,142,140,147,104,104,3,0
4523,2,503,1,1,140,147,140,147,104,104,3,0
4523,3,503,1,1,104,104,140,147,104,104,3,1
4524,1,503,1,1,172,142,140,147,169,80,2,0
4524,2,503,1,1,140,147,140,147,169,80,2,1
4524,3,503,1,1,169,80,140,147,169,80,2,0
4525,1,503,1,1,172,170,136,169,130,64,3,0
4525,2,503,1,1,136,169,136,169,130,64,3,0
4525,3,503,1,1,130,64,136,169,130,64,3,1
4526,1,503,1,1,172,142,133,153,130,104,3,0
4526,2,503,1,1,133,153,133,153,130,104,3,0
4526,3,503,1,1,130,104,133,153,130,104,3,1
4527,1,503,1,1,191,170,140,189,130,104,3,0
4527,2,503,1,1,140,189,140,189,130,104,3,0
4527,3,503,1,1,130,104,140,189,130,104,3,1
4528,1,504,1,1,230,217,112,218,170,110,3,0
4528,2,504,1,1,112,218,112,218,170,110,3,0
4528,3,504,1,1,170,110,112,218,170,110,3,1
4529,1,504,1,1,175,163,117,181,221,88,2,0
4529,2,504,1,1,117,181,117,181,221,88,2,1
4529,3,504,1,1,221,88,117,181,221,88,2,0
4530,1,504,1,1,230,163,123,184,136,88,3,0
4530,2,504,1,1,123,184,123,184,136,88,3,0
4530,3,504,1,1,136,88,123,184,136,88,3,1
4531,1,504,1,1,193,163,123,184,221,143,2,0
4531,2,504,1,1,123,184,123,184,221,143,2,1
4531,3,504,1,1,221,143,123,184,221,143,2,0
4532,1,504,1,1,193,181,123,194,136,143,3,0
4532,2,504,1,1,123,194,123,194,136,143,3,0
4532,3,504,1,1,136,143,123,194,136,143,3,1
4533,1,504,1,1,175,181,123,194,221,110,2,0
4533,2,504,1,1,123,194,123,194,221,110,2,1
4533,3,504,1,1,221,110,123,194,221,110,2,0
4534,1,504,1,1,175,217,117,225,170,88,3,0
4534,2,504,1,1,117,225,117,225,170,88,3,0
4534,3,504,1,1,170,88,117,225,170,88,3,1
4535,1,504,1,1,175,181,112,198,170,143,2,0
4535,2,504,1,1,112,198,112,198,170,143,2,1
4535,3,504,1,1,170,143,112,198,170,143,2,0
4536,1,504,1,1,193,217,123,254,170,143,3,0
4536,2,504,1,1,123,254,123,254,170,143,3,0
4536,3,504,1,1,170,143,123,254,170,143,3,1
4537,1,505,1,1,344,270,112,293,220,185,3,0
4537,2,505,1,1,112,293,112,293,220,185,3,0
4537,3,505,1,1,220,185,112,293,220,185,3,1
4538,1,505,1,1,260,202,121,237,286,148,3,0
4538,2,505,1,1,121,237,121,237,286,148,3,0
4538,3,505,1,1,286,148,121,237,286,148,3,1
4539,1,505,1,1,344,202,133,245,176,148,3,0
4539,2,505,1,1,133,245,133,245,176,148,3,0
4539,3,505,1,1,176,148,133,245,176,148,3,1
4540,1,505,1,1,288,202,133,245,286,240,2,0
4540,2,505,1,1,133,245,133,245,286,240,2,1
4540,3,505,1,1,286,240,133,245,286,240,2,0
4541,1,505,1,1,288,225,133,254,176,240,2,0
4541,2,505,1,1,133,254,133,254,176,240,2,1
4541,3,505,1,1,176,240,133,254,176,240,2,0
4542,1,505,1,1,260,225,133,254,286,185,2,0
4542,2,505,1,1,133,254,133,254,286,185,2,1
4542,3,505,1,1,286,185,133,254,286,185,2,0
4543,1,505,1,1,260,270,121,310,220,148,3,0
4543,2,505,1,1,121,310,121,310,220,148,3,0
4543,3,505,1,1,220,148,121,310,220,148,3,1
4544,1,505,1,1,260,225,112,274,220,240,2,0
4544,2,505,1,1,112,274,112,274,220,240,2,1
4544,3,505,1,1,220,240,112,274,220,240,2,0
4545,1,505,1,1,288,270,133,366,220,240,3,0
4545,2,505,1,1,133,366,133,366,220,240,3,0
4545,3,505,1,1,220,240,133,366,220,240,3,1
4546,1,506,1,1,318,218,170,237,220,92,3,0
4546,2,506,1,1,170,237,170,237,220,92,3,0
4546,3,506,1,1,220,92,170,237,220,92,3,1
4547,1,506,1,1,318,218,162,281,286,149,2,0
4547,2,506,1,1,162,281,162,281,286,149,2,1
4547,3,506,1,1,286,149,162,281,286,149,2,0
4548,1,506,1,1,318,196,156,266,286,115,2,0
4548,2,506,1,1,156,266,156,266,286,115,2,1
4548,3,506,1,1,286,115,156,266,286,115,2,0
4549,1,506,1,1,238,196,156,266,176,149,3,0
4549,2,506,1,1,156,266,156,266,176,149,3,0
4549,3,506,1,1,176,149,156,266,176,149,3,1
4550,1,506,1,1,265,218,156,245,286,92,3,0
4550,2,506,1,1,156,245,156,245,286,92,3,0
4550,3,506,1,1,286,92,156,245,286,92,3,1
4551,1,506,1,1,265,196,162,218,176,115,3,0
4551,2,506,1,1,162,218,162,218,176,115,3,0
4551,3,506,1,1,176,115,162,218,176,115,3,1
4552,1,506,1,1,265,262,156,274,176,92,3,0
4552,2,506,1,1,156,274,156,274,176,92,3,0
4552,3,506,1,1,176,92,156,274,176,92,3,1
4553,1,506,1,1,318,262,162,281,176,149,3,0
4553,2,506,1,1,162,281,162,281,176,149,3,0
4553,3,506,1,1,176,149,162,281,176,149,3,1
4554,1,506,1,1,265,218,162,281,220,115,3,0
4554,2,506,1,1,162,281,162,281,220,115,3,0
